Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
257.0,Terance Mann,28.0,LAC,SG,8.0,8.0,22.6,2.3,5.5,0.409,0.4,1.9,0.2,1.9,3.6,0.517,0.443,0.8,1.1,0.667,1.4,2.0,3.4,1.9,0.6,0.0,0.5,2.9,5.6,
258.0,Cameron Payne,30.0,NYK,PG,5.0,0.0,15.4,2.4,6.6,0.364,0.8,3.0,0.267,1.6,3.6,0.444,0.424,0.0,0.2,0.0,0.6,1.4,2.0,3.2,0.6,0.2,0.4,1.6,5.6,
259.0,Marcus Smart,30.0,MEM,PG,5.0,5.0,19.8,1.6,6.8,0.235,0.6,3.6,0.167,1.0,3.2,0.313,0.279,1.8,2.2,0.818,1.0,1.2,2.2,2.8,1.2,0.6,1.4,2.2,5.6,
260.0,Kevon Looney,28.0,GSW,PF,8.0,0.0,16.3,2.1,4.6,0.459,0.0,0.0,,2.1,4.6,0.459,0.459,1.3,2.0,0.625,4.3,4.1,8.4,1.6,0.9,0.5,0.6,3.1,5.5,
261.0,Jaylen Nowell,25.0,NOP,SG,2.0,0.0,13.5,2.0,6.0,0.333,1.0,2.0,0.5,1.0,4.0,0.25,0.417,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,5.5,
262.0,Jaxson Hayes,24.0,LAL,C,8.0,1.0,17.3,2.1,3.0,0.708,0.0,0.0,,2.1,3.0,0.708,0.708,1.1,1.4,0.818,1.9,2.9,4.8,1.0,0.4,0.5,0.8,2.5,5.4,
263.0,Jarace Walker,21.0,IND,PF,8.0,0.0,11.5,2.0,3.5,0.571,0.9,1.8,0.5,1.1,1.8,0.643,0.696,0.5,0.8,0.667,0.6,1.9,2.5,0.9,1.0,0.1,0.9,1.5,5.4,
264.0,Lindy Waters III,27.0,GSW,SG,8.0,1.0,14.8,2.0,4.3,0.471,1.1,2.9,0.391,0.9,1.4,0.636,0.603,0.3,0.3,1.0,0.5,1.6,2.1,1.6,0.4,0.1,0.0,1.0,5.4,
265.0,Ousmane Dieng,21.0,OKC,SF,8.0,0.0,13.4,1.9,4.5,0.417,0.9,2.8,0.318,1.0,1.8,0.571,0.514,0.6,0.9,0.714,0.5,2.8,3.3,1.0,0.8,0.4,0.0,0.9,5.3,
266.0,Javonte Green,31.0,NOP,SG,9.0,1.0,21.6,1.8,3.2,0.552,0.6,1.3,0.417,1.2,1.9,0.647,0.638,1.2,1.3,0.917,0.9,2.3,3.2,0.6,1.4,0.6,0.4,1.2,5.3,
267.0,Jonathan Isaac,27.0,ORL,PF,6.0,0.0,14.0,1.8,4.7,0.393,0.7,2.7,0.25,1.2,2.0,0.583,0.464,1.0,1.7,0.6,1.8,2.2,4.0,0.3,0.8,0.8,0.7,1.0,5.3,
268.0,Goga Bitadze,25.0,ORL,C,5.0,2.0,14.6,2.4,4.4,0.545,0.0,0.8,0.0,2.4,3.6,0.667,0.545,0.4,0.8,0.5,1.8,3.4,5.2,1.4,0.4,1.0,1.0,1.6,5.2,
269.0,Isaac Okoro,24.0,CLE,SG,9.0,2.0,20.3,1.8,3.7,0.485,0.9,1.8,0.5,0.9,1.9,0.471,0.606,0.8,1.2,0.636,1.1,1.7,2.8,1.4,0.8,0.3,0.3,2.2,5.2,
270.0,Brandon Clarke,28.0,MEM,PF,9.0,0.0,14.6,2.1,4.3,0.487,0.0,0.4,0.0,2.1,3.9,0.543,0.487,0.9,1.2,0.727,0.7,2.0,2.7,0.7,0.8,0.1,0.3,1.3,5.1,
271.0,Talen Horton-Tucker,24.0,CHI,SG,7.0,0.0,11.9,1.7,3.7,0.462,0.4,1.4,0.3,1.3,2.3,0.563,0.519,1.3,1.9,0.692,0.4,2.0,2.4,1.7,0.0,0.1,0.4,0.6,5.1,
272.0,Spencer Dinwiddie,31.0,DAL,PG,7.0,0.0,16.9,1.6,4.6,0.344,0.9,3.1,0.273,0.7,1.4,0.5,0.438,1.0,1.4,0.7,0.1,1.3,1.4,1.9,0.1,0.3,0.6,1.7,5.0,
273.0,John Konchar,28.0,MEM,SG,3.0,0.0,19.0,1.3,2.0,0.667,1.3,2.0,0.667,0.0,0.0,,1.0,1.0,1.3,0.75,1.0,3.7,4.7,1.0,0.7,0.7,0.7,1.3,5.0,
274.0,Gary Payton II,32.0,GSW,PG,8.0,1.0,12.6,2.1,3.3,0.654,0.3,0.9,0.286,1.9,2.4,0.789,0.692,0.5,0.6,0.8,0.9,0.9,1.8,1.4,0.9,0.4,0.6,1.3,5.0,
275.0,Cam Reddish,25.0,LAL,SF,3.0,0.0,16.3,1.7,2.7,0.625,0.7,0.7,1.0,1.0,2.0,0.5,0.75,1.0,1.3,0.75,0.7,3.3,4.0,0.7,1.0,0.0,0.3,1.7,5.0,
276.0,Luke Kornet,29.0,BOS,C,9.0,2.0,18.1,1.6,2.7,0.583,0.0,0.0,,1.6,2.7,0.583,0.583,1.8,1.9,0.941,2.2,2.1,4.3,1.6,0.6,0.9,0.4,1.7,4.9,
277.0,Jeremiah Robinson-Earl,24.0,NOP,PF,9.0,1.0,15.8,1.8,3.6,0.5,0.8,1.6,0.5,1.0,2.0,0.5,0.609,0.6,0.6,1.0,1.7,1.6,3.2,0.9,0.3,0.1,0.6,1.0,4.9,
278.0,Rayan Rupert,20.0,POR,SG,8.0,0.0,12.0,2.0,3.6,0.552,0.6,1.5,0.417,1.4,2.1,0.647,0.638,0.3,0.5,0.5,0.5,1.0,1.5,0.3,0.8,0.1,0.3,1.1,4.9,
279.0,Thomas Bryant,27.0,MIA,C,6.0,0.0,13.7,1.7,3.3,0.5,0.7,1.7,0.4,1.0,1.7,0.6,0.6,0.8,0.8,1.0,1.0,2.8,3.8,0.7,0.2,0.7,0.2,1.2,4.8,
280.0,Cody Williams,20.0,UTA,SG,8.0,5.0,23.6,1.8,6.0,0.292,0.6,3.4,0.185,1.1,2.6,0.429,0.344,0.6,1.0,0.625,0.8,2.3,3.0,1.4,0.5,0.3,0.8,1.1,4.8,
281.0,Lonzo Ball,27.0,CHI,PG,3.0,0.0,15.7,1.7,4.7,0.357,1.3,4.0,0.333,0.3,0.7,0.5,0.5,0.0,0.0,,0.0,2.7,2.7,3.7,0.0,0.3,1.0,1.3,4.7,
282.0,Kyle Filipowski,21.0,UTA,C,7.0,3.0,13.3,2.0,4.0,0.5,0.7,2.1,0.333,1.3,1.9,0.692,0.589,0.0,0.3,0.0,0.6,3.0,3.6,1.0,0.1,0.0,1.0,1.7,4.7,
283.0,Taj Gibson,39.0,CHO,PF,3.0,2.0,11.7,2.0,4.0,0.5,0.3,0.7,0.5,1.7,3.3,0.5,0.542,0.3,0.3,1.0,2.0,2.0,4.0,0.0,0.3,0.7,0.3,1.7,4.7,
284.0,Taylor Hendricks,21.0,UTA,PF,3.0,3.0,25.0,1.3,6.0,0.222,1.0,4.0,0.25,0.3,2.0,0.167,0.306,1.0,1.3,0.75,1.7,3.3,5.0,0.7,1.7,1.3,0.7,2.7,4.7,
285.0,KJ Martin,24.0,PHI,SF,7.0,1.0,17.9,1.9,2.7,0.684,0.1,0.1,1.0,1.7,2.6,0.667,0.711,0.9,1.1,0.75,0.6,2.3,2.9,0.7,0.4,0.7,0.0,2.4,4.7,
286.0,Vit Krejci,24.0,ATL,PG,4.0,0.0,14.0,1.5,3.5,0.429,0.5,1.8,0.286,1.0,1.8,0.571,0.5,1.0,1.8,0.571,0.3,1.0,1.3,1.0,0.8,0.3,1.0,2.3,4.5,
287.0,Sandro Mamukelashvili,25.0,SAS,PF,7.0,0.0,7.6,1.7,2.6,0.667,0.9,1.4,0.6,0.9,1.1,0.75,0.833,0.1,0.1,1.0,0.7,2.1,2.9,0.3,0.0,0.6,1.0,0.6,4.4,
288.0,Patrick Baldwin Jr.,22.0,WAS,SF,4.0,0.0,5.0,1.8,3.3,0.538,0.8,1.5,0.5,1.0,1.8,0.571,0.654,0.0,0.0,,0.3,0.8,1.0,0.3,0.3,0.3,0.0,0.5,4.3,
289.0,Jamal Cain,25.0,NOP,SF,6.0,0.0,11.0,1.5,3.2,0.474,0.7,1.7,0.4,0.8,1.5,0.556,0.579,0.7,1.0,0.667,0.7,1.0,1.7,0.2,0.2,0.3,0.7,1.0,4.3,
290.0,Julian Phillips,21.0,CHI,SF,9.0,0.0,13.9,1.6,3.6,0.438,0.7,2.1,0.316,0.9,1.4,0.615,0.531,0.6,1.1,0.5,0.7,0.8,1.4,0.4,0.9,0.0,0.4,1.2,4.3,
291.0,Mason Plumlee,34.0,PHO,C,8.0,0.0,16.3,1.6,2.6,0.619,0.0,0.0,,1.6,2.6,0.619,0.619,1.0,2.0,0.5,1.4,3.4,4.8,1.1,0.4,0.6,0.5,1.9,4.3,
292.0,Blake Wesley,21.0,SAS,SG,8.0,0.0,10.5,1.6,4.0,0.406,0.3,1.1,0.222,1.4,2.9,0.478,0.438,0.8,1.0,0.75,0.3,0.4,0.6,2.0,0.4,0.0,1.0,0.8,4.3,
293.0,Marvin Bagley III,25.0,WAS,PF,5.0,0.0,6.4,1.6,3.2,0.5,0.0,0.6,0.0,1.6,2.6,0.615,0.5,1.0,1.4,0.714,1.4,1.8,3.2,0.2,0.0,0.2,0.6,0.2,4.2,
294.0,Jett Howard,21.0,ORL,SF,9.0,0.0,10.1,1.4,4.3,0.333,1.1,3.4,0.323,0.3,0.9,0.375,0.462,0.2,0.2,1.0,0.1,1.1,1.2,0.1,0.1,0.3,0.3,0.7,4.2,
295.0,Kris Murray,24.0,POR,SF,9.0,0.0,14.2,1.4,3.4,0.419,0.7,1.6,0.429,0.8,1.9,0.412,0.516,0.7,1.7,0.4,1.0,1.6,2.6,0.8,0.4,0.1,0.7,0.9,4.2,
296.0,Max Christie,21.0,LAL,SG,8.0,0.0,16.0,1.1,3.6,0.31,0.5,1.9,0.267,0.6,1.8,0.357,0.379,1.4,1.5,0.917,0.6,1.5,2.1,1.3,0.5,0.3,0.8,1.6,4.1,
297.0,Pat Connaughton,32.0,MIL,SG,8.0,0.0,16.9,1.4,4.1,0.333,0.8,2.8,0.273,0.6,1.4,0.455,0.424,0.6,0.8,0.833,0.5,2.4,2.9,1.8,0.3,0.1,0.6,1.4,4.1,
298.0,Jaden Hardy,22.0,DAL,SG,7.0,0.0,10.9,1.4,4.0,0.357,1.0,2.7,0.368,0.4,1.3,0.333,0.482,0.3,0.3,1.0,0.3,0.6,0.9,0.9,0.1,0.1,1.3,1.3,4.1,
299.0,Gary Harris,30.0,ORL,SG,8.0,0.0,17.0,1.5,4.4,0.343,1.1,3.3,0.346,0.4,1.1,0.333,0.471,0.0,0.0,,0.4,1.1,1.5,0.4,0.1,0.5,0.5,0.4,4.1,
300.0,Keon Johnson,22.0,BRK,SG,7.0,0.0,11.0,1.6,3.6,0.44,0.6,1.7,0.333,1.0,1.9,0.538,0.52,0.4,0.6,0.75,0.3,2.3,2.6,0.7,0.4,0.3,0.4,1.9,4.1,
301.0,DeAndre Jordan,36.0,DEN,C,2.0,0.0,10.0,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.5,0.0,1.0,0.0,3.5,3.0,6.5,1.0,0.0,0.5,2.5,1.5,4.0,
302.0,Tyler Kolek,23.0,NYK,PG,5.0,0.0,5.8,1.2,1.6,0.75,0.8,0.8,1.0,0.4,0.8,0.5,1.0,0.8,0.8,1.0,0.0,0.2,0.2,0.2,0.2,0.0,0.8,0.2,4.0,
303.0,Jared Rhoden,25.0,CHO,SG,1.0,0.0,7.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,0.0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,
304.0,Ajay Mitchell,22.0,OKC,SG,8.0,0.0,13.1,1.6,3.4,0.481,0.5,0.9,0.571,1.1,2.5,0.45,0.556,0.1,0.3,0.5,0.3,1.3,1.5,1.4,0.6,0.1,0.8,1.6,3.9,
305.0,Isaiah Stewart,23.0,DET,C,9.0,0.0,20.2,1.3,3.0,0.444,0.0,0.4,0.0,1.3,2.6,0.522,0.444,1.2,1.4,0.846,2.4,4.3,6.8,2.3,0.6,1.3,1.3,3.4,3.9,
306.0,Nicolas Batum,36.0,LAC,SF,8.0,0.0,19.4,1.3,3.8,0.333,0.8,2.6,0.286,0.5,1.1,0.444,0.433,0.5,0.8,0.667,0.6,2.1,2.8,2.3,0.8,0.8,0.4,1.9,3.8,
307.0,Donovan Clingan,20.0,POR,C,9.0,0.0,13.0,1.4,2.8,0.52,0.1,0.3,0.333,1.3,2.4,0.545,0.54,0.8,1.1,0.7,2.3,2.9,5.2,0.2,0.3,1.7,0.9,2.7,3.8,
308.0,Drew Eubanks,27.0,UTA,C,6.0,0.0,14.0,1.3,2.7,0.5,0.2,0.5,0.333,1.2,2.2,0.538,0.531,1.0,1.2,0.857,1.5,2.7,4.2,1.3,0.2,0.7,1.0,1.2,3.8,
309.0,Daniel Theis,32.0,NOP,C,9.0,5.0,15.1,1.4,3.3,0.433,0.2,1.1,0.2,1.2,2.2,0.55,0.467,0.7,0.9,0.75,0.7,3.1,3.8,1.4,0.3,0.8,0.9,1.4,3.8,
310.0,Dalen Terry,22.0,CHI,SG,9.0,0.0,12.7,1.3,3.0,0.444,0.1,0.8,0.143,1.2,2.2,0.55,0.463,0.8,1.2,0.636,0.8,1.0,1.8,1.0,0.6,0.4,0.9,1.4,3.6,
311.0,Jabari Walker,22.0,POR,SF,8.0,0.0,9.8,1.3,3.0,0.417,0.3,1.0,0.25,1.0,2.0,0.5,0.458,0.9,1.0,0.875,1.0,1.8,2.8,0.4,0.1,0.1,0.4,1.1,3.6,
312.0,Quentin Grimes,24.0,DAL,SG,8.0,0.0,12.4,1.3,3.4,0.37,0.6,1.9,0.333,0.6,1.5,0.417,0.463,0.4,0.6,0.6,0.3,1.9,2.1,0.4,0.5,0.1,0.4,1.6,3.5,
313.0,Trey Lyles,29.0,SAC,PF,8.0,0.0,15.5,1.1,4.1,0.273,0.8,3.1,0.24,0.4,1.0,0.375,0.364,0.5,0.5,1.0,0.5,2.4,2.9,0.8,0.6,0.6,0.5,1.6,3.5,
314.0,Monte Morris,29.0,PHO,PG,6.0,0.0,9.3,1.0,2.8,0.353,0.5,1.7,0.3,0.5,1.2,0.429,0.441,1.0,1.3,0.75,0.3,0.8,1.2,1.5,0.5,0.2,0.2,0.2,3.5,
315.0,Nick Smith Jr.,20.0,CHO,SG,2.0,0.0,9.0,1.5,4.0,0.375,0.5,2.0,0.25,1.0,2.0,0.5,0.438,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,3.5,
316.0,Johnny Davis,22.0,WAS,SG,5.0,0.0,8.4,1.6,2.4,0.667,0.0,0.2,0.0,1.6,2.2,0.727,0.667,0.2,0.4,0.5,0.4,1.2,1.6,0.4,0.2,0.0,0.2,1.2,3.4,
317.0,Patty Mills,36.0,UTA,PG,8.0,0.0,15.4,1.1,3.5,0.321,0.8,2.8,0.273,0.4,0.8,0.5,0.429,0.4,0.4,1.0,0.1,0.8,0.9,1.6,0.8,0.3,0.8,0.9,3.4,
318.0,Reed Sheppard,20.0,HOU,SG,8.0,0.0,10.6,1.4,3.5,0.393,0.6,1.8,0.357,0.8,1.8,0.429,0.482,0.0,0.0,,0.3,0.8,1.0,1.4,0.1,0.1,0.8,0.9,3.4,
319.0,Steven Adams,31.0,HOU,C,3.0,0.0,12.3,1.3,2.3,0.571,0.0,0.0,,1.3,2.3,0.571,0.571,0.7,1.7,0.4,1.7,1.3,3.0,2.0,0.3,0.0,0.7,2.0,3.3,
320.0,Chris Duarte,27.0,CHI,SG,4.0,0.0,4.0,0.8,1.3,0.6,0.8,1.3,0.6,0.0,0.0,,0.9,1.0,1.5,0.667,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,3.3,
