Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
35.0,Nikola VuÄeviÄ,34.0,CHI,C,9.0,9.0,32.0,8.3,14.3,0.581,2.1,4.4,0.475,6.2,9.9,0.629,0.655,2.4,2.8,0.88,2.7,7.4,10.1,3.4,0.4,0.9,1.6,2.6,21.2,
36.0,Buddy Hield,32.0,GSW,SG,8.0,1.0,26.1,7.5,14.5,0.517,4.6,9.1,0.507,2.9,5.4,0.535,0.677,1.5,1.8,0.857,0.8,3.8,4.5,2.3,1.0,0.6,1.0,2.0,21.1,
37.0,James Harden,35.0,LAC,SG,8.0,8.0,35.0,6.3,16.6,0.376,2.4,8.4,0.284,3.9,8.3,0.47,0.447,5.9,7.1,0.825,0.8,7.4,8.1,9.4,1.8,1.3,5.1,2.4,20.8,
38.0,Ja Morant,25.0,MEM,PG,8.0,8.0,27.9,7.0,15.6,0.448,1.0,3.9,0.258,6.0,11.8,0.511,0.48,5.6,6.8,0.833,0.5,4.5,5.0,9.1,0.6,0.3,4.3,1.8,20.6,
39.0,Domantas Sabonis,28.0,SAC,C,8.0,8.0,36.5,7.3,11.5,0.63,1.0,2.0,0.5,6.3,9.5,0.658,0.674,4.8,5.6,0.844,3.3,9.9,13.1,7.3,0.6,0.3,2.6,3.6,20.3,
40.0,Gradey Dick,21.0,TOR,SG,9.0,9.0,31.6,7.2,15.7,0.461,2.6,7.2,0.354,4.7,8.4,0.553,0.543,3.0,3.3,0.9,0.7,2.1,2.8,2.2,1.2,0.6,1.6,2.4,20.0,
41.0,Dennis SchrÃ¶der,31.0,BRK,PG,8.0,8.0,34.8,6.9,13.6,0.505,3.1,6.4,0.49,3.8,7.3,0.517,0.619,3.0,3.5,0.857,0.1,2.9,3.0,7.3,1.4,0.0,2.6,3.0,19.9,
42.0,Pascal Siakam,30.0,IND,PF,8.0,8.0,33.5,8.0,14.6,0.547,1.8,4.3,0.412,6.3,10.4,0.602,0.607,2.1,2.9,0.739,1.9,4.8,6.6,4.9,0.6,0.3,1.3,2.5,19.9,
43.0,Darius Garland,25.0,CLE,PG,9.0,9.0,29.0,7.4,14.2,0.523,3.3,7.1,0.469,4.1,7.1,0.578,0.641,1.6,1.6,1.0,0.6,1.3,1.9,6.8,1.0,0.4,2.4,2.9,19.8,
44.0,Jaden Ivey,22.0,DET,SG,9.0,9.0,32.3,7.1,15.1,0.471,2.1,5.1,0.413,5.0,10.0,0.5,0.54,3.4,4.4,0.775,1.4,3.0,4.4,3.8,0.9,0.3,3.0,2.6,19.8,
45.0,Derrick White,30.0,BOS,SG,9.0,9.0,33.3,6.7,14.2,0.469,4.0,9.6,0.419,2.7,4.7,0.571,0.609,2.4,2.7,0.917,0.9,3.7,4.6,4.0,1.1,1.0,1.2,2.7,19.8,
46.0,Jaren Jackson Jr.,25.0,MEM,C,7.0,7.0,28.1,7.4,12.9,0.578,1.4,3.6,0.4,6.0,9.3,0.646,0.633,3.3,4.7,0.697,1.1,4.0,5.1,0.9,1.3,1.4,1.7,3.3,19.6,
47.0,Coby White,24.0,CHI,PG,9.0,9.0,33.2,6.8,15.1,0.449,3.6,9.0,0.395,3.2,6.1,0.527,0.566,2.4,3.1,0.786,0.2,3.2,3.4,5.0,1.1,0.1,2.8,2.4,19.6,
48.0,Jalen Williams,23.0,OKC,SG,8.0,8.0,32.0,7.8,16.6,0.466,2.3,5.5,0.409,5.5,11.1,0.494,0.534,1.9,2.9,0.652,1.0,5.8,6.8,5.3,2.3,0.5,2.1,3.0,19.6,
49.0,Anfernee Simons,25.0,POR,SG,9.0,9.0,33.9,6.6,16.8,0.391,2.7,8.3,0.32,3.9,8.4,0.461,0.47,3.7,4.0,0.917,0.2,2.1,2.3,5.3,0.9,0.1,2.7,1.3,19.4,
50.0,Scottie Barnes,23.0,TOR,SF,4.0,4.0,33.5,7.3,15.8,0.46,0.5,2.8,0.182,6.8,13.0,0.519,0.476,4.3,5.8,0.739,2.5,5.3,7.8,6.0,2.0,0.5,4.0,3.0,19.3,
51.0,Jalen Johnson,23.0,ATL,SF,9.0,9.0,36.7,7.1,15.9,0.448,1.2,4.6,0.268,5.9,11.3,0.52,0.486,3.4,5.1,0.674,2.3,8.2,10.6,5.3,1.6,0.9,3.7,2.6,18.9,
52.0,Desmond Bane,26.0,MEM,SG,5.0,5.0,26.4,7.0,14.4,0.486,2.6,6.4,0.406,4.4,8.0,0.55,0.576,2.2,2.4,0.917,1.0,4.4,5.4,2.8,1.0,0.6,1.8,3.0,18.8,
53.0,CJ McCollum,33.0,NOP,SG,4.0,4.0,34.3,7.3,16.3,0.446,3.3,8.5,0.382,4.0,7.8,0.516,0.546,1.0,1.5,0.667,0.3,3.3,3.5,4.0,2.3,1.0,2.0,1.5,18.8,
54.0,Franz Wagner,23.0,ORL,SF,9.0,9.0,28.8,7.2,15.3,0.471,1.7,4.8,0.349,5.6,10.6,0.526,0.525,2.7,3.3,0.8,1.2,4.0,5.2,4.1,1.3,0.2,2.6,2.4,18.8,
55.0,Jerami Grant,30.0,POR,PF,9.0,9.0,33.9,6.2,15.9,0.392,2.6,7.7,0.333,3.7,8.2,0.446,0.472,3.6,4.4,0.8,0.4,4.0,4.4,2.0,0.9,1.3,1.8,2.0,18.6,
56.0,Jimmy Butler,35.0,MIA,SF,7.0,7.0,33.9,6.0,12.6,0.477,0.3,1.7,0.167,5.7,10.9,0.526,0.489,5.9,8.0,0.732,2.9,2.4,5.3,5.3,1.7,0.3,1.9,1.7,18.1,
57.0,De'Andre Hunter,27.0,ATL,SF,2.0,2.0,29.5,5.0,12.0,0.417,2.0,5.0,0.4,3.0,7.0,0.429,0.5,6.0,6.5,0.923,1.0,5.5,6.5,2.0,1.0,0.5,0.0,4.5,18.0,
58.0,Michael Porter Jr.,26.0,DEN,SF,8.0,8.0,37.0,6.6,14.4,0.461,3.0,7.5,0.4,3.6,6.9,0.527,0.565,1.5,2.0,0.75,1.6,5.6,7.3,2.6,1.0,0.3,1.1,2.1,17.8,
59.0,Bilal Coulibaly,20.0,WAS,SF,6.0,6.0,34.8,6.2,11.2,0.552,1.8,4.2,0.44,4.3,7.0,0.619,0.634,3.5,4.3,0.808,1.8,4.0,5.8,2.5,1.0,0.2,2.2,2.7,17.7,
60.0,Victor Wembanyama,21.0,SAS,PF,9.0,9.0,30.8,6.3,15.3,0.413,1.6,6.9,0.226,4.8,8.4,0.566,0.464,3.4,3.8,0.912,1.9,7.7,9.6,2.7,1.6,3.7,3.4,1.9,17.7,
61.0,Austin Reaves,26.0,LAL,SG,8.0,8.0,35.0,6.1,13.3,0.462,2.3,6.8,0.333,3.9,6.5,0.596,0.547,3.0,3.9,0.774,1.1,3.6,4.8,4.9,1.6,0.4,2.6,2.8,17.5,
62.0,Evan Mobley,23.0,CLE,C,9.0,9.0,29.7,7.1,13.6,0.525,0.7,1.8,0.375,6.4,11.8,0.547,0.549,2.4,3.1,0.786,1.7,6.6,8.2,2.8,0.8,1.9,1.8,3.1,17.3,
63.0,Jalen Suggs,23.0,ORL,SG,9.0,9.0,30.1,5.9,12.9,0.457,2.3,6.6,0.356,3.6,6.3,0.561,0.547,3.2,3.6,0.906,0.4,4.9,5.3,4.6,1.8,1.0,2.4,2.3,17.3,
64.0,Ivica Zubac,27.0,LAC,C,8.0,8.0,34.5,7.1,12.8,0.559,0.0,0.0,,7.1,12.8,0.559,0.559,2.9,4.6,0.622,4.4,8.1,12.5,2.8,0.8,0.6,2.3,2.8,17.1,
65.0,Kyle Kuzma,29.0,WAS,PF,3.0,3.0,30.7,5.7,17.3,0.327,1.7,6.0,0.278,4.0,11.3,0.353,0.375,4.0,5.3,0.75,1.7,5.3,7.0,3.7,0.3,0.3,2.3,1.0,17.0,
66.0,Kelly Oubre Jr.,29.0,PHI,SF,7.0,7.0,31.9,6.4,14.9,0.433,1.7,5.7,0.3,4.7,9.1,0.516,0.49,2.4,3.1,0.773,1.1,3.0,4.1,1.1,1.3,0.1,1.7,4.3,17.0,
67.0,Myles Turner,28.0,IND,C,7.0,7.0,31.7,6.0,12.9,0.467,2.0,5.4,0.368,4.0,7.4,0.538,0.544,3.0,4.1,0.724,0.6,6.6,7.1,1.6,0.9,1.7,3.1,3.9,17.0,
68.0,Chet Holmgren,22.0,OKC,PF,8.0,8.0,28.8,6.0,11.8,0.511,1.3,3.6,0.345,4.8,8.1,0.585,0.564,3.6,4.9,0.744,1.9,7.9,9.8,2.4,1.0,2.9,2.8,2.1,16.9,
69.0,Bennedict Mathurin,22.0,IND,SG,8.0,3.0,28.4,5.3,10.0,0.525,1.3,3.4,0.37,4.0,6.6,0.604,0.588,5.0,6.3,0.8,1.0,4.9,5.9,1.9,0.4,0.0,1.6,2.6,16.8,
70.0,Cameron Johnson,28.0,BRK,PF,8.0,8.0,33.6,5.8,12.6,0.455,3.0,8.3,0.364,2.8,4.4,0.629,0.574,2.1,2.6,0.81,0.4,3.5,3.9,3.0,0.8,0.5,0.4,2.6,16.6,
71.0,Paul George,34.0,PHI,SF,2.0,2.0,27.5,5.5,11.5,0.478,1.5,5.0,0.3,4.0,6.5,0.615,0.543,4.0,4.5,0.889,1.5,4.5,6.0,3.0,2.0,0.5,5.0,3.5,16.5,
72.0,Alperen Sengun,22.0,HOU,C,8.0,8.0,28.4,6.4,14.1,0.451,0.5,1.8,0.286,5.9,12.4,0.475,0.469,3.1,4.4,0.714,3.5,7.9,11.4,3.9,1.1,1.3,2.1,3.0,16.4,
73.0,Jordan Hawkins,22.0,NOP,SG,8.0,3.0,30.3,5.3,12.9,0.408,2.4,6.5,0.365,2.9,6.4,0.451,0.5,3.4,3.6,0.931,0.5,4.0,4.5,1.4,0.1,0.4,1.6,1.4,16.3,
74.0,Jamal Murray,27.0,DEN,PG,5.0,5.0,34.8,5.4,14.6,0.37,1.4,4.6,0.304,4.0,10.0,0.4,0.418,4.0,4.4,0.909,0.6,3.8,4.4,4.4,1.2,0.0,1.2,1.6,16.2,
75.0,Mikal Bridges,28.0,NYK,SF,7.0,7.0,37.4,6.6,13.3,0.495,2.4,6.6,0.37,4.1,6.7,0.617,0.586,0.6,1.1,0.5,1.0,2.1,3.1,3.4,1.4,0.6,1.6,1.7,16.1,
76.0,Tre Mann,23.0,CHO,PG,8.0,0.0,26.0,6.1,13.4,0.458,2.0,5.0,0.4,4.1,8.4,0.493,0.533,1.9,1.9,1.0,1.0,2.4,3.4,3.6,0.8,0.4,1.9,2.3,16.1,
77.0,Christian Braun,23.0,DEN,SG,8.0,8.0,35.4,5.8,10.8,0.535,1.6,3.5,0.464,4.1,7.3,0.569,0.61,2.9,3.4,0.852,1.1,4.1,5.3,1.5,1.1,1.0,1.3,2.8,16.0,
78.0,Lauri Markkanen,27.0,UTA,PF,5.0,5.0,28.4,4.6,12.4,0.371,2.2,5.2,0.423,2.4,7.2,0.333,0.46,4.6,5.4,0.852,2.0,5.2,7.2,2.2,0.6,0.0,1.8,1.0,16.0,
79.0,Payton Pritchard,27.0,BOS,SG,9.0,0.0,28.1,5.2,11.4,0.456,3.9,9.4,0.412,1.3,2.0,0.667,0.626,1.7,1.8,0.938,0.9,2.1,3.0,2.8,1.1,0.0,1.2,1.8,16.0,
80.0,John Collins,27.0,UTA,PF,8.0,0.0,23.8,6.0,12.1,0.495,1.0,2.9,0.348,5.0,9.3,0.541,0.536,2.9,3.0,0.958,2.0,5.1,7.1,2.6,0.8,0.9,2.4,3.4,15.9,
81.0,Tyrese Haliburton,24.0,IND,PG,8.0,8.0,34.9,5.6,14.1,0.398,2.1,7.9,0.27,3.5,6.3,0.56,0.473,2.4,3.3,0.731,0.8,3.5,4.3,7.5,1.3,0.5,1.8,2.4,15.8,
82.0,Andrew Wiggins,29.0,GSW,SF,6.0,6.0,26.0,5.3,12.0,0.444,2.2,5.3,0.406,3.2,6.7,0.475,0.535,3.0,4.2,0.72,1.5,3.3,4.8,1.8,0.3,0.8,1.2,2.0,15.8,
83.0,Keyonte George,21.0,UTA,SG,8.0,8.0,31.8,4.8,14.8,0.322,2.6,8.8,0.3,2.1,6.0,0.354,0.411,3.5,4.5,0.778,0.5,2.4,2.9,6.4,0.5,0.1,3.3,1.3,15.6,
84.0,Bradley Beal,31.0,PHO,SG,6.0,6.0,34.8,5.8,12.0,0.486,2.5,6.0,0.417,3.3,6.0,0.556,0.59,1.3,1.8,0.727,0.3,3.2,3.5,4.0,1.7,1.0,1.3,2.7,15.5,
85.0,Aaron Gordon,29.0,DEN,PF,7.0,7.0,30.3,5.3,10.0,0.529,1.7,3.1,0.545,3.6,6.9,0.521,0.614,3.1,3.7,0.846,2.7,4.0,6.7,3.1,0.7,0.3,1.3,1.9,15.4,
86.0,Keegan Murray,24.0,SAC,SF,8.0,8.0,37.5,5.9,12.9,0.456,2.0,6.4,0.314,3.9,6.5,0.596,0.534,1.6,2.0,0.813,2.9,5.4,8.3,1.9,0.5,0.8,0.9,3.1,15.4,
87.0,Jeremy Sochan,21.0,SAS,PF,7.0,7.0,29.3,6.3,12.3,0.512,0.4,1.7,0.25,5.9,10.6,0.554,0.529,2.4,3.6,0.68,2.4,5.3,7.7,3.0,1.0,0.4,2.3,3.0,15.4,
88.0,Jarrett Allen,26.0,CLE,C,9.0,9.0,30.6,6.1,8.9,0.688,0.0,0.0,,6.1,8.9,0.688,0.688,2.9,4.0,0.722,2.0,9.9,11.9,1.8,1.0,1.4,0.9,1.4,15.1,
89.0,Deandre Ayton,26.0,POR,C,9.0,9.0,31.4,7.0,13.3,0.525,0.6,1.2,0.455,6.4,12.1,0.532,0.546,0.6,0.9,0.625,3.0,8.3,11.3,1.1,0.9,0.6,1.2,2.0,15.1,
90.0,Jakob Poeltl,29.0,TOR,C,9.0,9.0,32.8,6.4,10.9,0.592,0.0,0.0,,6.4,10.9,0.592,0.592,2.1,2.9,0.731,4.0,7.4,11.4,3.0,1.1,1.1,2.7,3.9,15.0,
91.0,Bam Adebayo,27.0,MIA,C,7.0,7.0,32.4,5.6,14.0,0.398,0.4,2.1,0.2,5.1,11.9,0.434,0.413,3.3,4.9,0.676,3.4,5.6,9.0,3.6,2.0,1.4,0.7,1.7,14.9,
92.0,Collin Sexton,26.0,UTA,SG,8.0,6.0,25.4,4.6,10.8,0.43,1.1,3.0,0.375,3.5,7.8,0.452,0.483,4.5,5.0,0.9,0.1,2.1,2.3,3.3,0.8,0.3,2.8,2.4,14.9,
93.0,Terry Rozier,30.0,MIA,PG,7.0,7.0,32.1,4.7,12.3,0.384,3.0,7.6,0.396,1.7,4.7,0.364,0.506,2.3,2.6,0.889,0.3,4.7,5.0,4.4,0.6,0.3,1.9,1.6,14.7,
94.0,Miles Bridges,26.0,CHO,SF,8.0,8.0,30.5,5.0,12.8,0.392,1.5,5.6,0.267,3.5,7.1,0.491,0.451,3.1,3.8,0.833,0.6,6.1,6.8,2.5,0.5,0.5,1.6,1.5,14.6,
95.0,Klay Thompson,34.0,DAL,SG,8.0,8.0,29.4,5.4,12.0,0.448,3.4,8.6,0.391,2.0,3.4,0.593,0.589,0.4,0.4,1.0,0.8,2.8,3.5,1.8,0.8,0.3,0.8,1.0,14.5,
96.0,OG Anunoby,27.0,NYK,SF,7.0,7.0,36.6,5.3,11.4,0.463,2.3,5.3,0.432,3.0,6.1,0.488,0.563,1.6,2.0,0.786,0.7,3.6,4.3,2.4,1.4,0.4,0.9,2.0,14.4,
97.0,Fred VanVleet,30.0,HOU,PG,8.0,8.0,36.0,5.0,12.9,0.388,2.1,7.5,0.283,2.9,5.4,0.535,0.471,2.1,2.5,0.85,0.9,2.8,3.6,6.1,1.6,0.3,1.0,3.1,14.3,
98.0,Dejounte Murray,28.0,NOP,PG,1.0,1.0,30.0,4.0,15.0,0.267,0.0,3.0,0.0,4.0,12.0,0.333,0.267,6.0,7.0,0.857,0.0,8.0,8.0,10.0,1.0,0.0,1.0,0.0,14.0,
99.0,Josh Hart,29.0,NYK,SG,7.0,7.0,36.3,5.1,9.3,0.554,1.1,3.9,0.296,4.0,5.4,0.737,0.615,2.4,2.9,0.85,1.9,7.0,8.9,4.7,1.3,0.1,2.3,2.3,13.9,
100.0,Naz Reid,25.0,MIN,C,8.0,0.0,24.1,4.9,8.9,0.549,2.0,4.5,0.444,2.9,4.4,0.657,0.662,2.1,2.3,0.944,0.8,5.3,6.0,1.8,0.4,0.6,1.3,2.3,13.9,
101.0,Jordan Clarkson,32.0,UTA,SG,6.0,2.0,23.8,4.7,11.7,0.4,1.5,5.8,0.257,3.2,5.8,0.543,0.464,3.0,4.0,0.75,0.5,3.3,3.8,3.2,0.3,0.2,2.5,1.3,13.8,
102.0,Josh Giddey,22.0,CHI,SG,9.0,9.0,29.0,4.8,11.7,0.41,1.4,3.6,0.406,3.3,8.1,0.411,0.471,2.6,4.1,0.622,1.4,5.1,6.6,7.0,0.7,0.1,2.6,1.0,13.6,
103.0,Rui Hachimura,26.0,LAL,PF,7.0,7.0,34.1,4.9,11.6,0.42,1.7,3.0,0.571,3.1,8.6,0.367,0.494,2.1,2.6,0.833,2.1,4.3,6.4,1.6,0.6,0.4,0.7,1.7,13.6,
104.0,Tim Hardaway Jr.,32.0,DET,SG,9.0,9.0,29.2,4.3,9.0,0.481,3.1,6.4,0.483,1.2,2.6,0.478,0.654,1.8,1.9,0.941,0.1,1.0,1.1,1.9,0.1,0.0,0.6,1.6,13.6,
105.0,Bobby Portis,29.0,MIL,PF,8.0,1.0,26.3,5.9,12.4,0.475,0.9,3.0,0.292,5.0,9.4,0.533,0.51,0.6,0.9,0.714,2.3,6.5,8.8,0.9,0.5,0.8,1.6,1.9,13.3,
106.0,Tobias Harris,32.0,DET,PF,9.0,9.0,32.9,5.6,12.2,0.455,0.7,4.0,0.167,4.9,8.2,0.595,0.482,1.3,1.4,0.923,0.9,6.8,7.7,2.6,0.7,1.1,1.7,3.2,13.1,
107.0,Jonathan Kuminga,22.0,GSW,PF,8.0,3.0,23.0,4.8,10.8,0.442,0.8,2.6,0.286,4.0,8.1,0.492,0.477,2.9,4.4,0.657,1.3,2.9,4.1,1.5,0.9,0.4,1.6,1.5,13.1,
108.0,Malik Monk,26.0,SAC,SG,8.0,0.0,26.5,4.9,11.0,0.443,1.5,4.9,0.308,3.4,6.1,0.551,0.511,1.9,2.4,0.789,0.0,3.3,3.3,2.9,0.8,0.3,0.8,1.9,13.1,
109.0,Ochai Agbaji,24.0,TOR,SG,9.0,7.0,30.4,5.1,9.0,0.568,1.6,3.7,0.424,3.6,5.3,0.667,0.654,1.2,1.8,0.688,1.2,3.2,4.4,2.0,1.3,0.6,0.9,2.8,13.0,
110.0,Immanuel Quickley,25.0,TOR,PG,1.0,1.0,14.0,4.0,9.0,0.444,2.0,4.0,0.5,2.0,5.0,0.4,0.556,3.0,4.0,0.75,0.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,13.0,
111.0,Shaedon Sharpe,21.0,POR,SG,1.0,0.0,20.0,6.0,9.0,0.667,1.0,4.0,0.25,5.0,5.0,1.0,0.722,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,13.0,
112.0,Brandon Miller,22.0,CHO,SF,4.0,4.0,23.0,4.3,12.0,0.354,2.3,7.3,0.31,2.0,4.8,0.421,0.448,2.0,2.3,0.889,0.8,2.5,3.3,3.0,0.8,0.5,1.3,2.0,12.8,
113.0,Jonas ValanÄiÅ«nas,32.0,WAS,C,6.0,1.0,21.0,5.2,9.2,0.564,0.2,0.3,0.5,5.0,8.8,0.566,0.573,2.3,2.7,0.875,2.3,5.8,8.2,3.3,0.3,0.2,2.2,1.5,12.8,
114.0,Santi Aldama,24.0,MEM,PF,9.0,7.0,29.9,5.0,10.7,0.469,1.3,4.9,0.273,3.7,5.8,0.635,0.531,1.2,1.2,1.0,1.6,6.6,8.1,3.4,0.6,0.6,1.6,1.1,12.6,
115.0,Keldon Johnson,25.0,SAS,SF,9.0,0.0,27.2,4.8,10.7,0.448,1.0,3.9,0.257,3.8,6.8,0.557,0.495,2.0,2.4,0.818,1.3,4.9,6.2,1.0,0.8,0.1,0.8,1.7,12.6,
116.0,Caris LeVert,30.0,CLE,SG,7.0,0.0,22.6,4.9,8.1,0.596,1.9,3.6,0.52,3.0,4.6,0.656,0.711,1.0,1.7,0.583,0.6,1.9,2.4,4.6,1.0,0.4,0.9,1.1,12.6,
117.0,Jabari Smith Jr.,21.0,HOU,PF,8.0,8.0,30.3,4.5,10.3,0.439,1.5,5.0,0.3,3.0,5.3,0.571,0.512,2.0,2.4,0.842,2.3,5.1,7.4,1.0,0.4,0.4,0.9,3.0,12.5,
118.0,Russell Westbrook,36.0,DEN,PG,8.0,3.0,25.3,3.6,10.1,0.358,1.0,3.5,0.286,2.6,6.6,0.396,0.407,4.1,5.9,0.702,1.0,3.0,4.0,4.9,1.8,0.6,2.6,3.0,12.4,
119.0,Jrue Holiday,34.0,BOS,PG,9.0,9.0,30.0,4.4,9.4,0.471,2.1,5.0,0.422,2.3,4.4,0.525,0.582,1.2,1.6,0.786,0.6,3.7,4.2,3.7,0.2,0.2,1.6,1.6,12.2,
120.0,Scoot Henderson,20.0,POR,PG,9.0,0.0,25.1,4.3,10.7,0.406,0.9,3.2,0.276,3.4,7.4,0.463,0.448,2.6,3.2,0.793,0.6,2.4,3.0,4.7,0.8,0.0,2.9,2.3,12.1,
121.0,Zaccharie Risacher,19.0,ATL,SF,9.0,7.0,26.9,4.3,11.4,0.379,1.6,5.3,0.292,2.8,6.1,0.455,0.447,1.8,2.8,0.64,1.1,2.4,3.6,1.3,1.1,0.9,1.2,2.4,12.0,
122.0,D'Angelo Russell,28.0,LAL,PG,8.0,8.0,30.0,4.1,11.0,0.375,1.8,6.0,0.292,2.4,5.0,0.475,0.455,2.0,2.1,0.941,0.5,1.8,2.3,5.8,1.0,0.1,1.6,2.4,12.0,
123.0,Garrison Mathews,28.0,ATL,SG,8.0,0.0,22.9,3.6,7.4,0.492,3.3,6.3,0.52,0.4,1.1,0.333,0.712,1.4,1.6,0.846,0.3,1.1,1.4,1.6,0.9,0.3,0.6,2.8,11.9,
124.0,Rudy Gobert,32.0,MIN,C,8.0,8.0,32.6,4.6,7.1,0.649,0.0,0.0,,4.6,7.1,0.649,0.649,2.5,3.3,0.769,2.5,7.4,9.9,2.0,0.5,1.1,1.5,3.1,11.8,
125.0,Onyeka Okongwu,24.0,ATL,C,7.0,0.0,23.6,4.4,7.9,0.564,0.3,1.9,0.154,4.1,6.0,0.69,0.582,2.6,3.0,0.857,2.1,3.6,5.7,1.9,0.9,0.6,0.4,1.9,11.7,
126.0,Scotty Pippen Jr.,24.0,MEM,PG,9.0,0.0,25.8,4.3,8.7,0.5,1.3,3.0,0.444,3.0,5.7,0.529,0.577,1.7,2.1,0.789,0.6,3.0,3.6,6.4,1.1,0.4,2.6,3.4,11.7,
127.0,Dyson Daniels,21.0,ATL,PG,7.0,7.0,30.7,5.0,11.0,0.455,1.1,3.9,0.296,3.9,7.1,0.54,0.506,0.4,1.1,0.375,1.1,3.0,4.1,2.4,2.4,0.7,1.1,3.0,11.6,
128.0,Kevin Huerter,26.0,SAC,SG,6.0,6.0,25.7,4.5,9.0,0.5,2.2,6.0,0.361,2.3,3.0,0.778,0.62,0.3,0.3,1.0,0.5,2.5,3.0,1.8,0.8,0.7,0.7,2.7,11.5,
129.0,Miles McBride,24.0,NYK,PG,7.0,0.0,26.3,4.1,9.1,0.453,2.3,5.3,0.432,1.9,3.9,0.481,0.578,0.9,1.1,0.75,0.4,1.7,2.1,3.0,1.1,0.4,1.3,2.1,11.4,
130.0,Dillon Brooks,29.0,HOU,SG,8.0,8.0,32.3,3.9,10.1,0.383,1.8,5.1,0.341,2.1,5.0,0.425,0.469,1.8,1.9,0.933,1.4,2.4,3.8,0.6,0.6,0.3,0.4,3.5,11.3,
131.0,Moritz Wagner,27.0,ORL,C,9.0,1.0,17.8,3.7,7.3,0.5,0.6,2.3,0.238,3.1,5.0,0.622,0.538,3.4,4.2,0.816,0.6,4.0,4.6,0.7,0.7,0.3,1.8,2.4,11.3,
132.0,Luguentz Dort,25.0,OKC,SG,8.0,8.0,27.0,3.8,7.6,0.492,2.3,4.5,0.5,1.5,3.1,0.48,0.639,1.4,1.5,0.917,1.0,2.8,3.8,1.5,1.5,0.9,0.5,2.6,11.1,
133.0,Chris Paul,39.0,SAS,PG,9.0,9.0,28.4,4.0,8.2,0.486,2.2,5.3,0.417,1.8,2.9,0.615,0.622,0.9,0.9,1.0,0.4,3.3,3.8,8.0,1.1,0.1,2.2,2.2,11.1,
134.0,Julian Champagnie,23.0,SAS,SF,9.0,9.0,28.2,4.1,8.8,0.468,2.3,6.0,0.389,1.8,2.8,0.64,0.601,0.4,0.6,0.8,1.1,4.1,5.2,1.7,0.8,0.4,1.2,1.2,11.0,
135.0,Tari Eason,23.0,HOU,SF,8.0,0.0,21.3,4.5,8.0,0.563,1.0,2.5,0.4,3.5,5.5,0.636,0.625,1.0,1.6,0.615,2.3,2.3,4.5,1.4,1.8,1.0,0.5,2.5,11.0,
136.0,Daniel Gafford,26.0,DAL,PF,8.0,8.0,19.0,4.8,7.0,0.679,0.0,0.0,,4.8,7.0,0.679,0.679,1.5,2.0,0.75,2.5,3.4,5.9,1.1,0.4,1.3,0.8,2.9,11.0,
137.0,Nick Richards,27.0,CHO,C,5.0,5.0,27.4,4.2,6.6,0.636,0.0,0.2,0.0,4.2,6.4,0.656,0.636,2.6,4.4,0.591,4.0,6.0,10.0,1.8,0.4,2.4,1.4,2.8,11.0,
138.0,Jaylen Wells,21.0,MEM,SF,9.0,4.0,26.1,4.0,9.7,0.414,1.9,4.8,0.395,2.1,4.9,0.432,0.511,1.0,1.6,0.643,1.0,2.7,3.7,1.8,0.3,0.2,1.0,1.9,10.9,
139.0,Donte DiVincenzo,28.0,MIN,SG,8.0,0.0,27.0,3.6,9.8,0.372,2.4,7.3,0.328,1.3,2.5,0.5,0.494,1.1,1.5,0.75,0.5,2.9,3.4,3.5,1.4,0.4,1.9,2.1,10.8,
140.0,Zach Edey,22.0,MEM,C,9.0,9.0,19.1,4.8,7.4,0.642,0.2,0.4,0.5,4.6,7.0,0.651,0.657,1.0,2.0,0.5,3.0,3.6,6.6,0.4,0.4,0.8,1.2,2.9,10.8,
141.0,Malik Beasley,28.0,DET,SG,9.0,0.0,25.4,3.7,11.3,0.324,2.4,7.3,0.333,1.2,4.0,0.306,0.431,0.9,1.2,0.727,0.3,1.8,2.1,1.6,0.7,0.1,1.0,1.3,10.7,
142.0,Caleb Martin,29.0,PHI,SF,7.0,6.0,34.0,3.1,9.3,0.338,0.6,2.9,0.2,2.6,6.4,0.4,0.369,3.9,6.0,0.643,2.4,4.1,6.6,2.7,0.6,0.4,2.3,2.9,10.7,
143.0,Chris Boucher,32.0,TOR,PF,9.0,0.0,18.1,3.9,7.9,0.493,1.3,3.9,0.343,2.6,4.0,0.639,0.577,1.4,2.1,0.684,0.7,3.3,4.0,0.7,0.4,0.9,0.6,1.3,10.6,
144.0,Dorian Finney-Smith,31.0,BRK,PF,8.0,8.0,28.8,3.9,8.8,0.443,2.0,5.8,0.348,1.9,3.0,0.625,0.557,0.9,1.5,0.583,2.0,3.1,5.1,1.8,1.5,0.6,1.5,3.8,10.6,
145.0,Derrick Jones Jr.,27.0,LAC,SF,8.0,8.0,27.0,4.3,8.8,0.486,1.4,3.6,0.379,2.9,5.1,0.561,0.564,0.8,1.0,0.75,1.5,2.1,3.6,1.3,1.1,0.4,1.3,3.0,10.6,
